0.000000000000000000e+00,8.781799360040059810e+01,9.424436322666730348e+01,9.486832980505138124e+00,3.354101966249684352e+01,3.195309061734091571e+01,6.800735254367721438e+01,9.904039579888602418e+01,9.217917335276987956e+01,8.516454661418681837e+01,4.118252056394800320e+01,8.183520025025906364e+01,3.701351104664349378e+01,5.108815909777920439e+01,6.440496875241846908e+01,3.088689042296100240e+01,9.235799911215053726e+01,2.109502310972898798e+01,3.649657518178931781e+01,3.848376280978771291e+01
8.781799360040059810e+01,0.000000000000000000e+00,7.611832893594025506e+01,7.854934754662193086e+01,5.738466694161429160e+01,9.849365461794988619e+01,2.418677324489564739e+01,7.446475676452585901e+01,2.385372088375312671e+01,2.184032966784155505e+01,9.765244492586961655e+01,7.000000000000000000e+00,5.147815070493500400e+01,3.860051813123756403e+01,5.000000000000000000e+01,6.332456079595025500e+01,1.702938636592640265e+01,1.015332457867865088e+02,6.403124237432848531e+01,6.067124524847005063e+01
9.424436322666730348e+01,7.611832893594025506e+01,0.000000000000000000e+00,8.692525524840291951e+01,6.711929677819934170e+01,7.800640999302557077e+01,5.950630218724735698e+01,6.708203932499369415e+00,5.500000000000000000e+01,5.445181356024792763e+01,6.918092222571191030e+01,7.762087348130012288e+01,8.072174428244225908e+01,8.121576201698781006e+01,1.078981000759512909e+02,9.402127418834527361e+01,6.203224967708329274e+01,9.154780172128657512e+01,5.860034129593444874e+01,9.841239759298622403e+01
9.486832980505138124e+00,7.854934754662193086e+01,8.692525524840291951e+01,0.000000000000000000e+00,2.418677324489564739e+01,3.306055050963308162e+01,5.852349955359812839e+01,9.141662868428259969e+01,8.271033792700886522e+01,7.569015788066504058e+01,4.052159917870962147e+01,7.267048919609665347e+01,2.828427124746190202e+01,4.242640687119285303e+01,5.818934610390461870e+01,2.473863375370596174e+01,8.287339742040263957e+01,2.640075756488817049e+01,2.846049894151541437e+01,3.275667870831839679e+01
3.354101966249684352e+01,5.738466694161429160e+01,6.711929677819934170e+01,2.418677324489564739e+01,0.000000000000000000e+00,4.219004621945797595e+01,3.535533905932737753e+01,7.071067811865475505e+01,5.882176467941096831e+01,5.186520991955976001e+01,4.396589587396121601e+01,5.234500931320960149e+01,1.746424919657297892e+01,2.765863337187866122e+01,5.223983154643590865e+01,2.765863337187866122e+01,5.950630218724735698e+01,4.420407221060068537e+01,1.236931687685298087e+01,3.361547262794321966e+01
3.195309061734091571e+01,9.849365461794988619e+01,7.800640999302557077e+01,3.306055050963308162e+01,4.219004621945797595e+01,0.000000000000000000e+00,7.495331880577403183e+01,8.402380615040001999e+01,9.486832980505137414e+01,8.860022573334674689e+01,1.081665382639196871e+01,9.402127418834527361e+01,5.597320787662611963e+01,6.894200461257273105e+01,8.962700485902672654e+01,5.714017850864661341e+01,9.745255255764212166e+01,1.581138830084189628e+01,3.465544690232691494e+01,6.519202405202648265e+01
6.800735254367721438e+01,2.418677324489564739e+01,5.950630218724735698e+01,5.852349955359812839e+01,3.535533905932737753e+01,7.495331880577403183e+01,0.000000000000000000e+00,5.968249324550709645e+01,2.501999200639360765e+01,1.800000000000000000e+01,7.360027173862879124e+01,2.158703314492290204e+01,3.500000000000000000e+01,2.692582403567251959e+01,5.020956084253276686e+01,4.916299421312741913e+01,2.435159132377184221e+01,7.932212806020775986e+01,4.031128874149274566e+01,4.947726750741192348e+01
9.904039579888602418e+01,7.446475676452585901e+01,6.708203932499369415e+00,9.141662868428259969e+01,7.071067811865475505e+01,8.402380615040001999e+01,5.968249324550709645e+01,0.000000000000000000e+00,5.234500931320960149e+01,5.263078946776306566e+01,7.542545989253230232e+01,7.655063683601855473e+01,8.340863264674706556e+01,8.280700453464066868e+01,1.090183470797461638e+02,9.708243919473800077e+01,5.953990258641678679e+01,9.725224933131366356e+01,6.296824596572466248e+01,1.010445446325530270e+02
9.217917335276987956e+01,2.385372088375312671e+01,5.500000000000000000e+01,8.271033792700886522e+01,5.882176467941096831e+01,9.486832980505137414e+01,2.501999200639360765e+01,5.234500931320960149e+01,0.000000000000000000e+00,7.071067811865475505e+00,9.143850392476902300e+01,2.828427124746190202e+01,6.000833275470998984e+01,5.080354318352215159e+01,6.983552104767315427e+01,7.406078584514209240e+01,7.280109889280518054e+00,1.015184712256838537e+02,6.090155991434045291e+01,7.382411530116699794e+01
8.516454661418681837e+01,2.184032966784155505e+01,5.445181356024792763e+01,7.569015788066504058e+01,5.186520991955976001e+01,8.860022573334674689e+01,1.800000000000000000e+01,5.263078946776306566e+01,7.071067811865475505e+00,0.000000000000000000e+00,8.558621384311844338e+01,2.469817807045693669e+01,5.300000000000000000e+01,4.414748010928823163e+01,6.435060217278467576e+01,6.711929677819934170e+01,9.433981132056603158e+00,9.482615672903757797e+01,5.437830449729009530e+01,6.708203932499368705e+01
4.118252056394800320e+01,9.765244492586961655e+01,6.918092222571191030e+01,4.052159917870962147e+01,4.396589587396121601e+01,1.081665382639196871e+01,7.360027173862879124e+01,7.542545989253230232e+01,9.143850392476902300e+01,8.558621384311844338e+01,0.000000000000000000e+00,9.381364506296512218e+01,5.968249324550709645e+01,7.156814934033155851e+01,9.433981132056604224e+01,6.319810123729984497e+01,9.475230867899736609e+01,2.662705391138869615e+01,3.400000000000000000e+01,7.111258679024410867e+01
8.183520025025906364e+01,7.000000000000000000e+00,7.762087348130012288e+01,7.267048919609665347e+01,5.234500931320960149e+01,9.402127418834527361e+01,2.158703314492290204e+01,7.655063683601855473e+01,2.828427124746190202e+01,2.469817807045693669e+01,9.381364506296512218e+01,0.000000000000000000e+00,4.517742799230607176e+01,3.195309061734091571e+01,4.332435804486893716e+01,5.661271941887264347e+01,2.220360331117451835e+01,9.626006440887103111e+01,5.990826320300063657e+01,5.375872022286245056e+01
3.701351104664349378e+01,5.147815070493500400e+01,8.072174428244225908e+01,2.828427124746190202e+01,1.746424919657297892e+01,5.597320787662611963e+01,3.500000000000000000e+01,8.340863264674706556e+01,6.000833275470998984e+01,5.300000000000000000e+01,5.968249324550709645e+01,4.517742799230607176e+01,0.000000000000000000e+00,1.414213562373095101e+01,3.501428280002319582e+01,1.456021977856103611e+01,5.854912467321778990e+01,5.382378656319155397e+01,2.983286778035259701e+01,1.769180601295413169e+01
5.108815909777920439e+01,3.860051813123756403e+01,8.121576201698781006e+01,4.242640687119285303e+01,2.765863337187866122e+01,6.894200461257273105e+01,2.692582403567251959e+01,8.280700453464066868e+01,5.080354318352215159e+01,4.414748010928823163e+01,7.156814934033155851e+01,3.195309061734091571e+01,1.414213562373095101e+01,0.000000000000000000e+00,2.731300056749532601e+01,2.473863375370596174e+01,4.804164859785725383e+01,6.780117993073571370e+01,3.911521443121588959e+01,2.308679276123039159e+01
6.440496875241846908e+01,5.000000000000000000e+01,1.078981000759512909e+02,5.818934610390461870e+01,5.223983154643590865e+01,8.962700485902672654e+01,5.020956084253276686e+01,1.090183470797461638e+02,6.983552104767315427e+01,6.435060217278467576e+01,9.433981132056604224e+01,4.332435804486893716e+01,3.501428280002319582e+01,2.731300056749532601e+01,0.000000000000000000e+00,3.361547262794321966e+01,6.488451279003334093e+01,8.450443775329198104e+01,6.449806198638839305e+01,2.594224354214569317e+01
3.088689042296100240e+01,6.332456079595025500e+01,9.402127418834527361e+01,2.473863375370596174e+01,2.765863337187866122e+01,5.714017850864661341e+01,4.916299421312741913e+01,9.708243919473800077e+01,7.406078584514209240e+01,6.711929677819934170e+01,6.319810123729984497e+01,5.661271941887264347e+01,1.456021977856103611e+01,2.473863375370596174e+01,3.361547262794321966e+01,0.000000000000000000e+00,7.211102550927978427e+01,5.092150822589606207e+01,3.911521443121588959e+01,8.062257748298549132e+00
9.235799911215053726e+01,1.702938636592640265e+01,6.203224967708329274e+01,8.287339742040263957e+01,5.950630218724735698e+01,9.745255255764212166e+01,2.435159132377184221e+01,5.953990258641678679e+01,7.280109889280518054e+00,9.433981132056603158e+00,9.475230867899736609e+01,2.220360331117451835e+01,5.854912467321778990e+01,4.804164859785725383e+01,6.488451279003334093e+01,7.211102550927978427e+01,0.000000000000000000e+00,1.030776406404415155e+02,6.300793600809345918e+01,7.111258679024410867e+01
2.109502310972898798e+01,1.015332457867865088e+02,9.154780172128657512e+01,2.640075756488817049e+01,4.420407221060068537e+01,1.581138830084189628e+01,7.932212806020775986e+01,9.725224933131366356e+01,1.015184712256838537e+02,9.482615672903757797e+01,2.662705391138869615e+01,9.626006440887103111e+01,5.382378656319155397e+01,6.780117993073571370e+01,8.450443775329198104e+01,5.092150822589606207e+01,1.030776406404415155e+02,0.000000000000000000e+00,4.085339643163099055e+01,5.882176467941096831e+01
3.649657518178931781e+01,6.403124237432848531e+01,5.860034129593444874e+01,2.846049894151541437e+01,1.236931687685298087e+01,3.465544690232691494e+01,4.031128874149274566e+01,6.296824596572466248e+01,6.090155991434045291e+01,5.437830449729009530e+01,3.400000000000000000e+01,5.990826320300063657e+01,2.983286778035259701e+01,3.911521443121588959e+01,6.449806198638839305e+01,3.911521443121588959e+01,6.300793600809345918e+01,4.085339643163099055e+01,0.000000000000000000e+00,4.561797891182817466e+01
3.848376280978771291e+01,6.067124524847005063e+01,9.841239759298622403e+01,3.275667870831839679e+01,3.361547262794321966e+01,6.519202405202648265e+01,4.947726750741192348e+01,1.010445446325530270e+02,7.382411530116699794e+01,6.708203932499368705e+01,7.111258679024410867e+01,5.375872022286245056e+01,1.769180601295413169e+01,2.308679276123039159e+01,2.594224354214569317e+01,8.062257748298549132e+00,7.111258679024410867e+01,5.882176467941096831e+01,4.561797891182817466e+01,0.000000000000000000e+00
