0.000000000000000000e+00,8.988882021697692437e+01,3.448187929913333249e+01,1.042353107157070866e+02,5.140038910358558866e+01,4.545327270945404763e+01,5.672741841473133917e+01,1.486606874731850603e+01,1.204159457879229578e+01,7.783315488916018410e+01,3.482814953453599571e+01,9.534149149242422538e+01,5.787054518492114852e+01,5.869412236331675814e+01,6.735725647619564427e+01,1.015135458941317808e+02,9.355746896961247216e+01,4.827007354458868349e+01,8.628441342444185125e+01,4.052159917870962147e+01,9.899494936611665707e+01,5.597320787662611963e+01,7.026378868236469089e+01,2.831960451701259274e+01,1.726267650163206824e+01,4.712748667179271678e+01,5.008991914547277702e+01,3.982461550347975532e+01,8.856635930193812101e+01,6.506919393998975920e+01,6.942621983083913051e+01,1.902629759044044633e+01,4.904079934095691584e+01,2.184032966784155505e+01,8.134494452638098494e+01,4.500000000000000000e+01,2.267156809750926882e+01,6.020797289396147534e+01,7.433034373659252481e+01,4.177319714841084419e+01,4.504442251822083421e+01,2.200000000000000000e+01,5.575840743780259601e+01,1.600000000000000000e+01,2.844292530665578411e+01,5.173973328110611902e+01,2.692582403567251959e+01,2.912043955712207222e+01,4.257933771208753626e+01,1.403566884761819900e+01
8.988882021697692437e+01,0.000000000000000000e+00,6.702984409947556799e+01,8.139410298049853054e+01,9.021086409075128643e+01,5.508175741568164341e+01,8.026207074328446822e+01,9.141662868428259969e+01,7.874642849044012394e+01,1.208304597359457233e+01,6.220128616033594682e+01,7.615773105863908654e+00,1.157454102761746668e+02,8.421995013059553514e+01,9.213576938409967454e+01,8.900000000000000000e+01,4.964876634922563881e+01,7.860025445251433496e+01,2.507987240796890660e+01,4.965883607174054504e+01,4.808326112068522917e+01,1.076150547089021359e+02,2.022374841615668473e+01,8.105553651663777259e+01,7.559100475585702839e+01,6.030754513325840804e+01,6.661080993352355506e+01,5.900847396772771702e+01,2.236067977499789805e+01,3.466987164671942878e+01,9.219544457292887785e+01,7.201388754955533500e+01,1.152605743522042303e+02,7.357309290766563947e+01,9.148223871331526880e+01,4.825971404805461873e+01,8.184130986244049666e+01,8.868483523128404045e+01,2.376972864800942631e+01,5.315072906367324634e+01,5.173973328110611902e+01,9.985990186255942547e+01,7.220110802473878664e+01,9.674709297958258958e+01,9.920181449953423680e+01,5.048762224545735222e+01,7.057619995437555360e+01,6.881860213634101342e+01,5.731491952362839726e+01,7.655716818169281623e+01
3.448187929913333249e+01,6.702984409947556799e+01,0.000000000000000000e+00,1.089311709291697667e+02,7.236711960552250389e+01,1.300000000000000000e+01,7.186793443532380365e+01,4.560701700396551672e+01,2.340939982143925135e+01,5.608029957123981291e+01,5.830951894845300743e+00,7.057619995437555360e+01,8.728115489611718658e+01,7.527283706623525461e+01,8.538149682454624667e+01,1.098089249560344314e+02,8.850988645343524297e+01,6.419501538281613762e+01,7.273238618387271970e+01,2.906888370749726747e+01,9.217917335276987956e+01,8.300602387778853597e+01,4.701063709417263681e+01,4.916299421312741913e+01,3.300000000000000000e+01,5.215361924162119323e+01,5.905929224093360119e+01,8.062257748298549132e+00,7.376313442364011053e+01,5.507267925205745485e+01,8.697700845625813315e+01,2.906888370749726747e+01,8.041144197189849763e+01,3.622154055254966920e+01,9.570788891204318816e+01,1.923538406167134340e+01,4.500000000000000000e+01,7.844743462982074789e+01,4.632493928760187885e+01,1.414213562373095101e+01,4.252058325093859992e+01,5.470831746635972337e+01,6.708203932499368705e+01,4.904079934095691584e+01,5.922837157984339029e+01,1.923538406167134340e+01,7.615773105863908654e+00,3.956008088970496317e+01,4.465422712353221613e+01,2.915475947422650194e+01
1.042353107157070866e+02,8.139410298049853054e+01,1.089311709291697667e+02,0.000000000000000000e+00,6.152235366108809700e+01,1.050000000000000000e+02,5.044799302251775686e+01,9.377632963600143512e+01,1.006876357851350150e+02,7.833900688673554669e+01,1.033247308247159140e+02,8.814193099768122863e+01,8.238931969618391804e+01,5.063595560468865386e+01,4.804164859785725383e+01,1.131370849898476116e+01,3.200000000000000000e+01,5.787054518492114852e+01,5.632051136131489244e+01,8.005623023850174036e+01,3.551056180912940619e+01,7.410802925459562118e+01,8.287339742040263957e+01,7.707788269017254379e+01,8.798295289429651689e+01,5.860034129593444874e+01,5.420332093147060704e+01,1.043503713457695312e+02,5.913543776789007467e+01,5.859180830116100935e+01,4.609772228646443892e+01,8.848163651289458187e+01,9.000000000000000000e+01,8.300602387778853597e+01,3.373425558686599857e+01,9.440338976964757478e+01,8.234682750416071428e+01,5.215361924162119323e+01,9.486832980505137414e+01,9.823441352194249987e+01,6.646803743153546407e+01,9.588013350011564739e+01,4.884669896727925220e+01,9.773944955850733152e+01,8.949860334105778747e+01,1.053944970100431817e+02,1.061508360777247901e+02,7.600657866263945550e+01,6.529931086925803640e+01,9.264987857520375769e+01
5.140038910358558866e+01,9.021086409075128643e+01,7.236711960552250389e+01,6.152235366108809700e+01,0.000000000000000000e+00,7.602631123499284627e+01,1.264911064067351809e+01,3.748332962798262713e+01,5.371219600798313820e+01,7.992496481075234271e+01,6.859300255857006334e+01,9.765244492586961655e+01,2.640075756488817049e+01,1.100000000000000000e+01,1.640121946685672683e+01,5.536244214266563546e+01,6.555150646628953837e+01,1.166190378969060149e+01,7.300000000000000000e+01,5.261178575186362139e+01,7.223572523343280238e+01,1.769180601295413169e+01,7.738862965578341857e+01,2.416609194718914466e+01,4.049691346263317371e+01,3.041381265149109936e+01,2.360084744241189370e+01,7.224956747275376756e+01,7.648529270389177270e+01,5.560575509783137704e+01,1.860107523773827509e+01,4.368065933568311010e+01,3.008321791298264714e+01,3.640054944640259293e+01,3.176476034853718033e+01,6.818357573492313861e+01,2.952964612046680060e+01,9.848857801796103928e+00,8.766413177577246074e+01,6.900000000000000000e+01,4.143669871020131978e+01,3.635931792539568619e+01,1.941648783894759944e+01,3.982461550347975532e+01,2.906888370749726747e+01,8.005623023850174036e+01,6.621933252457321828e+01,3.313608305156178346e+01,3.573513677041127323e+01,4.531004303683676682e+01
4.545327270945404763e+01,5.508175741568164341e+01,1.300000000000000000e+01,1.050000000000000000e+02,7.602631123499284627e+01,0.000000000000000000e+00,7.334848328356899572e+01,5.456189146281496249e+01,3.360059523282288296e+01,4.472135954999579610e+01,1.063014581273464998e+01,5.813776741499453493e+01,9.394147114027967405e+01,7.710382610480493781e+01,8.729833904490966745e+01,1.071867529128483341e+02,8.168843247363729176e+01,6.648308055437864539e+01,6.350590523722971170e+01,2.600000000000000000e+01,8.462860036654275575e+01,8.868483523128404045e+01,3.551056180912940619e+01,5.458937625582472464e+01,3.984971769034255118e+01,5.154609587543949090e+01,5.920304046246273799e+01,5.656854249492380582e+00,6.407807737440317908e+01,4.816637831516918311e+01,8.864536084872123922e+01,3.544009029333869876e+01,8.823264701911645602e+01,4.177319714841084419e+01,9.581753492967766306e+01,1.063014581273464998e+01,5.141984052872976463e+01,8.075270893288967500e+01,3.354101966249684352e+01,7.280109889280518054e+00,4.031128874149274566e+01,6.395310782127792493e+01,6.744627491566899380e+01,5.866856057549051684e+01,6.741661516273269683e+01,6.403124237432848531e+00,1.920937271229854559e+01,4.301162633521313694e+01,4.396589587396121601e+01,3.716180835212409050e+01
5.672741841473133917e+01,8.026207074328446822e+01,7.186793443532380365e+01,5.044799302251775686e+01,1.264911064067351809e+01,7.334848328356899572e+01,0.000000000000000000e+00,4.441846462902562109e+01,5.640035460881429685e+01,7.068238818828916692e+01,6.735725647619564427e+01,8.781799360040059810e+01,3.858756276314947797e+01,4.123105625617660586e+00,1.403566884761819900e+01,4.561797891182817466e+01,5.292447448959696743e+01,8.485281374238569541e+00,6.152235366108809700e+01,4.816637831516918311e+01,5.961543424315551931e+01,2.968164415931165934e+01,6.926037828369116767e+01,2.842534080710379030e+01,4.280186911806539030e+01,2.308679276123039159e+01,1.513274595042155646e+01,7.034202158027589746e+01,6.506919393998975920e+01,4.565084884205330695e+01,1.529705854077835525e+01,4.494441010848846219e+01,4.272001872658765365e+01,3.801315561749642313e+01,2.483948469674844262e+01,6.438167441127949076e+01,3.405877273185280529e+01,8.544003745317530374e+00,8.028075734570519728e+01,6.609841147864295863e+01,3.505709628591620941e+01,4.554119014694280310e+01,8.062257748298549132e+00,4.785394445602159408e+01,3.905124837953326988e+01,7.653103945458992996e+01,6.664082832618454688e+01,3.264965543462901820e+01,3.001666203960726875e+01,4.780167361086847677e+01
1.486606874731850603e+01,9.141662868428259969e+01,4.560701700396551672e+01,9.377632963600143512e+01,3.748332962798262713e+01,5.456189146281496249e+01,4.441846462902562109e+01,0.000000000000000000e+00,2.236067977499789805e+01,7.940403012442126851e+01,4.438468204234429493e+01,9.763708311906906090e+01,4.328972164382672361e+01,4.580392996239514503e+01,5.375872022286245056e+01,8.994442728707542756e+01,8.705170877128145435e+01,3.623534186398687496e+01,8.367795408588811767e+01,4.220189569201838253e+01,9.300000000000000000e+01,4.110960958218893069e+01,7.300684899377591819e+01,1.676305461424021104e+01,1.627882059609970611e+01,4.000000000000000000e+01,4.079215610874227593e+01,4.924428900898052319e+01,8.640023148117138874e+01,6.236184731067545783e+01,5.590169943749474157e+01,2.051828452868319275e+01,3.512833614050059339e+01,1.788854381999831844e+01,6.841052550594828574e+01,5.140038910358558866e+01,1.204159457879229578e+01,4.675467891024383960e+01,7.920858539325141123e+01,4.939635614091387339e+01,4.176122603564220270e+01,9.433981132056603158e+00,4.494441010848846219e+01,5.385164807134503739e+00,1.400000000000000000e+01,6.041522986797286165e+01,3.807886552931954327e+01,2.376972864800942631e+01,3.765634076752546378e+01,1.749285568453590045e+01
1.204159457879229578e+01,7.874642849044012394e+01,2.340939982143925135e+01,1.006876357851350150e+02,5.371219600798313820e+01,3.360059523282288296e+01,5.640035460881429685e+01,2.236067977499789805e+01,0.000000000000000000e+00,6.676076692189806749e+01,2.302172886644267535e+01,8.393449827097317950e+01,6.500769185258002381e+01,5.907622195096772089e+01,6.860029154456998413e+01,9.924716620639604514e+01,8.668333173107734524e+01,4.801041553663121420e+01,7.700649323271382229e+01,3.014962686336266984e+01,9.167878707749137845e+01,6.166036003787198183e+01,5.887274411814010477e+01,2.954657340538831534e+01,1.360147050873544394e+01,4.219004621945797595e+01,4.686149805543992386e+01,2.801785145224380003e+01,7.902531240052138628e+01,5.622277118748238678e+01,7.049113419430842953e+01,1.220655561573370207e+01,5.742821606144492108e+01,1.843908891458577415e+01,8.121576201698781006e+01,3.301514803843835466e+01,2.435159132377184221e+01,6.140032573203500732e+01,6.243396511515186376e+01,2.973213749463701205e+01,3.736308338453881106e+01,3.132091952673165025e+01,5.374011537017761242e+01,2.563201123595259290e+01,3.622154055254966920e+01,3.982461550347975532e+01,1.581138830084189628e+01,2.483948469674844262e+01,3.624913792078371699e+01,8.602325267042626677e+00
7.783315488916018410e+01,1.208304597359457233e+01,5.608029957123981291e+01,7.833900688673554669e+01,7.992496481075234271e+01,4.472135954999579610e+01,7.068238818828916692e+01,7.940403012442126851e+01,6.676076692189806749e+01,0.000000000000000000e+00,5.100000000000000000e+01,1.843908891458577415e+01,1.050000000000000000e+02,7.473285756613351793e+01,8.321658488546619026e+01,8.471717653463198872e+01,4.792702786528703740e+01,6.826419266350404769e+01,2.385372088375312671e+01,3.757658845611187104e+01,4.802082881417187821e+01,9.708243919473800077e+01,9.219544457292887074e+00,6.942621983083913051e+01,6.352952069707436067e+01,4.964876634922563881e+01,5.643580423808985103e+01,4.816637831516918311e+01,2.267156809750926882e+01,2.529822128134703618e+01,8.348652585896721234e+01,5.993329625508678760e+01,1.040048075811882882e+02,6.158733636065128536e+01,8.417244204607585800e+01,3.700000000000000000e+01,7.000000000000000000e+01,7.920227269466451503e+01,1.780449381476485726e+01,4.201190307520000999e+01,4.031128874149274566e+01,8.792041856133306510e+01,6.264982043070833839e+01,8.472307831990053728e+01,8.745856161634490888e+01,4.080441152620633005e+01,5.913543776789007467e+01,5.700877125495689768e+01,4.601086828130936368e+01,6.447480127925948068e+01
